Category,Class Level,Difficulty,Task Name,Passage/Content/Problem,Questions/Options/Answers
Aptitude,7,Hard,The Ancient Analogy,,"Logical: Pyramid is to Egypt as Taj Mahal is to ___? (Options: [""China"", ""India"", ""UK"", ""USA""], Ans: India)
Numerical: 10% of 500? (Options: [""5"", ""10"", ""50"", ""100""], Ans: 50)
Verbal: Make a word: O-N-O-M (Options: [""MOON"", ""MONO"", ""NOOM"", ""OOMN""], Ans: MOON)
Spatial: Rotate ""M"" 180 degrees: (Options: [""M"", ""W"", ""E"", ""3""], Ans: W)"
Aptitude,7,Hard,Aptitude - Class 7,,"Logical: Which one does not belong? Triangle, Square, Sphere, Circle (Options: [""Triangle"", ""Square"", ""Sphere"", ""Circle""], Ans: Sphere)
Numerical: What is 20% of 80? (Options: [""10"", ""12"", ""16"", ""20""], Ans: 16)
Verbal: Rearrange the letters to make a word: D-R-A-G-N-E (Options: [""GARDEN"", ""DANGER"", ""GRADEN"", ""DRANGE""], Ans: GARDEN)
Spatial: Which shape will look the same after a 90-degree rotation? (Options: [""Square"", ""Rectangle"", ""Triangle"", ""Letter F""], Ans: Square)"
Aptitude,8,Hard,The Equation Balancer,,"Logical: What makes an equation balanced? (Options: [""Different sides"", ""Equal sides"", ""More x"", ""Less y""], Ans: Equal sides)
Numerical: If 2x + 10 = 20, x = ? (Options: [""2"", ""5"", ""10"", ""15""], Ans: 5)
Verbal: Idiom ""Piece of cake"" means: (Options: [""Tasty"", ""Easy"", ""Hard"", ""Sweet""], Ans: Easy)
Spatial: Mirror image of ""WATER"": (Options: [""RETAW"", ""ЯETAW"", ""WATEЯ"", ""ЯƎTAW""], Ans: ЯƎTAW)"
Aptitude,8,Hard,The Binary Switch,,"Logical: Binary uses which numbers? (Options: [""1 and 2"", ""0 and 1"", ""0 and 9"", ""1 and 10""], Ans: 0 and 1)
Numerical: Value of Pi (approx)? (Options: [""3.12"", ""3.14"", ""3.16"", ""3.18""], Ans: 3.14)
Verbal: Correct spelling: (Options: [""Accomodate"", ""Accommodate"", ""Acommodate"", ""Accomoddate""], Ans: Accommodate)
Spatial: Which is 3D? Square or Cube (Options: [""Square"", ""Cube"", ""Both"", ""None""], Ans: Cube)"
Aptitude,8,Hard,The Blood Relation Mystery,,"Logical: My brother's father is my father's ___? (Options: [""Brother"", ""Father"", ""Son"", ""Uncle""], Ans: Father)
Numerical: What is 15 squared? (Options: [""200"", ""225"", ""250"", ""275""], Ans: 225)
Verbal: Phrase ""Break a leg"" means: (Options: [""Get hurt"", ""Good luck"", ""Dance"", ""Fall""], Ans: Good luck)
Spatial: Paper folded in 4, hole punch center. Unfold? (Options: [""1 hole"", ""2 holes"", ""4 holes"", ""8 holes""], Ans: 4 holes)"
Aptitude,8,Hard,The Volume Vessel,,"Logical: Volume of a cube with side 3? (Options: [""9"", ""18"", ""27"", ""30""], Ans: 27)
Numerical: 20% of 200? (Options: [""20"", ""40"", ""50"", ""100""], Ans: 40)
Verbal: Simile example: (Options: [""As brave as a lion"", ""He is a lion"", ""Lions are brave"", ""Big lion""], Ans: As brave as a lion)
Spatial: Top view of a cylinder? (Options: [""Rectangle"", ""Square"", ""Circle"", ""Triangle""], Ans: Circle)"
Aptitude,8,Hard,The Age Algebra,,"Logical: Ram is twice as old as Shyam. Shyam is 10. Ram is? (Options: [""10"", ""15"", ""20"", ""25""], Ans: 20)
Numerical: Sum of angles in triangle? (Options: [""90"", ""180"", ""360"", ""270""], Ans: 180)
Verbal: One who knows everything: (Options: [""Omnipotent"", ""Omniscient"", ""Omnipresent"", ""Smart""], Ans: Omniscient)
Spatial: Water reflection of ""M"": (Options: [""M"", ""W"", ""E"", ""3""], Ans: W)"
Aptitude,8,Hard,Aptitude - Class 8,,"Logical: Which one does not belong? Addition, Subtraction, Equation, Multiplication (Options: [""Addition"", ""Subtraction"", ""Equation"", ""Multiplication""], Ans: Equation)
Numerical: If 2x + 4 = 12, what is x? (Options: [""2"", ""3"", ""4"", ""5""], Ans: 4)
Verbal: Rearrange the letters to make a word: G-L-E-K-D-O-W-N (Options: [""KNOWLEDGE"", ""GLOWENKED"", ""KNEWLODGE"", ""WONKEDGLE""], Ans: KNOWLEDGE)
Spatial: What is the mirror image of the number 50? (Options: [""05"", ""02"", ""20"", ""50""], Ans: 02)"
Aptitude,9,Hard,The Deductive Detective,,"Logical: All men are mortal. Socrates is a man. Therefore? (Options: [""Socrates is immortal"", ""Socrates is mortal"", ""Socrates is Greek"", ""Nothing""], Ans: Socrates is mortal)
Numerical: Area of square with side 9? (Options: [""18"", ""81"", ""36"", ""72""], Ans: 81)
Verbal: Order: Plant, Seed, Tree, Fruit (Options: [""Seed, Plant, Tree, Fruit"", ""Fruit, Tree, Plant, Seed"", ""Tree, Plant, Seed, Fruit"", ""Plant, Tree, Fruit, Seed""], Ans: Seed, Plant, Tree, Fruit)
Spatial: Dice: Opposite of 1 is usually? (Options: [""2"", ""3"", ""5"", ""6""], Ans: 6)"
Aptitude,9,Hard,The Pythagoras Puzzle,,"Logical: In right triangle, a²+b²=? (Options: [""c"", ""c²"", ""2c"", ""a+b""], Ans: c²)
Numerical: If x=2, y=3, value of 2xy? (Options: [""6"", ""10"", ""12"", ""18""], Ans: 12)
Verbal: Passive voice of ""I ate an apple"": (Options: [""An apple was eaten by me"", ""I eat apple"", ""Apple ate me"", ""An apple is eaten""], Ans: An apple was eaten by me)
Spatial: Number of edges in a cube? (Options: [""8"", ""10"", ""12"", ""14""], Ans: 12)"
Aptitude,9,Hard,The Rational Reasoner,,"Logical: Which is irrational? (Options: [""2"", ""4"", ""Pi"", ""0.5""], Ans: Pi)
Numerical: Probability of Heads in coin toss? (Options: [""0.1"", ""0.5"", ""1.0"", ""0.25""], Ans: 0.5)
Verbal: Idiom ""Bite the bullet"": (Options: [""Eat metal"", ""Face pain bravely"", ""Shoot"", ""Give up""], Ans: Face pain bravely)
Spatial: Shape of a cricket ball? (Options: [""Circle"", ""Disc"", ""Sphere"", ""Hemisphere""], Ans: Sphere)"
Aptitude,9,Hard,The Series Solver,,"Logical: 2, 6, 12, 20, __? (Options: [""24"", ""28"", ""30"", ""32""], Ans: 30)
Numerical: 0.01 x 0.01 = ? (Options: [""0.1"", ""0.01"", ""0.001"", ""0.0001""], Ans: 0.0001)
Verbal: Synonym for ""Candid"": (Options: [""Sweet"", ""Frank/Honest"", ""Rude"", ""Shy""], Ans: Frank/Honest)
Spatial: How many triangles in a square with X diagonals? (Options: [""2"", ""4"", ""6"", ""8""], Ans: 8)"
Aptitude,9,Hard,Aptitude - Class 9,,"Logical: Which one does not belong? Joyful, Cheerful, Gloomy, Ecstatic (Options: [""Joyful"", ""Cheerful"", ""Gloomy"", ""Ecstatic""], Ans: Gloomy)
Numerical: The side of a square is 6 cm. What is its area? (Options: [""30"", ""35"", ""36"", ""40""], Ans: 36 cm²)
Verbal: Rearrange the words: always truth the speak (Options: [""Speak the truth always"", ""Always speak the truth"", ""Truth always the speak"", ""Always the speak truth""], Ans: Always speak the truth)
Spatial: If 1 is on top of a dice, what is at the bottom? (Options: [""6"", ""5"", ""4"", ""3""], Ans: 6)"
Aptitude,9,Hard,The Venn Diagram Logic,,"Logical: Mammals, Cows, Crows. Relationship? (Options: [""All distinct"", ""Cows inside Mammals, Crows outside"", ""All connected"", ""Crows inside Cows""], Ans: Cows inside Mammals, Crows outside)
Numerical: Factorial of 4 (4!)? (Options: [""12"", ""24"", ""16"", ""20""], Ans: 24)
Verbal: Antonym of ""Optimistic"": (Options: [""Happy"", ""Pessimistic"", ""Sad"", ""Angry""], Ans: Pessimistic)
Spatial: Unfolded cylinder looks like? (Options: [""Two circles, one rectangle"", ""Three circles"", ""One square"", ""Two squares""], Ans: Two circles, one rectangle)"
Aptitude,10,Hard,The Circular Logic,,"Logical: Tangent touches circle at? (Options: [""1 point"", ""2 points"", ""No points"", ""Inside""], Ans: 1 point)
Numerical: Area of circle radius r? (Options: [""2πr"", ""πr²"", ""2r"", ""πd""], Ans: πr²)
Verbal: Idiom ""Cost an arm and a leg"": (Options: [""Cheap"", ""Expensive"", ""Painful"", ""Free""], Ans: Expensive)
Spatial: Look at object from side is called? (Options: [""Top view"", ""Side view/Elevation"", ""Bottom view"", ""Plan""], Ans: Side view/Elevation)"
Aptitude,10,Hard,The Arithmetic Progression,,"Logical: Next in AP: 2, 5, 8, __? (Options: [""10"", ""11"", ""12"", ""13""], Ans: 11)
Numerical: Roots of x² - 4 = 0? (Options: [""2"", ""-2"", ""2 and -2"", ""4""], Ans: 2 and -2)
Verbal: Word for ""Government by people"": (Options: [""Monarchy"", ""Democracy"", ""Autocracy"", ""Theocracy""], Ans: Democracy)
Spatial: Shadow length at noon is usually? (Options: [""Longest"", ""Shortest"", ""Equal to height"", ""Zero""], Ans: Shortest)"
Aptitude,10,Hard,The Genetic Logic,,"Logical: DNA is to Genetics as Byte is to ___? (Options: [""Computer"", ""Food"", ""Biology"", ""Music""], Ans: Computer)
Numerical: LCM of 4 and 5? (Options: [""10"", ""15"", ""20"", ""25""], Ans: 20)
Verbal: Phrase ""Burn midnight oil"": (Options: [""Sleep late"", ""Work late night"", ""Burn oil"", ""Waste money""], Ans: Work late night)
Spatial: Section of a cone cut parallel to base? (Options: [""Oval"", ""Hyperbola"", ""Circle"", ""Triangle""], Ans: Circle)"
Aptitude,10,Hard,The Quadratic Quest,,"Logical: Discriminant of ax²+bx+c=0? (Options: [""b²-4ac"", ""b²-ac"", ""b+4ac"", ""4ac-b""], Ans: b²-4ac)
Numerical: Tan 45 degrees? (Options: [""0"", ""1"", ""Infinity"", ""0.5""], Ans: 1)
Verbal: One who collects coins: (Options: [""Philatelist"", ""Numismatist"", ""Botanist"", ""Artist""], Ans: Numismatist)
Spatial: How many faces in a octahedron? (Options: [""4"", ""6"", ""8"", ""12""], Ans: 8)"
Aptitude,10,Hard,The Probability Picker,,"Logical: Probability of rolling 7 on a standard dice? (Options: [""1/6"", ""1/2"", ""0"", ""1/7""], Ans: 0)
Numerical: Sin 30 degrees? (Options: [""0"", ""0.5"", ""1"", ""Root3/2""], Ans: 0.5)
Verbal: Analogy: Virus is to Disease as War is to ___? (Options: [""Peace"", ""Army"", ""Destruction"", ""Gun""], Ans: Destruction)
Spatial: Count triangles in a pentagon with diagonals. (Options: [""5"", ""10"", ""20"", ""35""], Ans: 35)"
Aptitude,10,Hard,Aptitude - Class 10,,"Logical: Find the odd one: 2, 4, 6, 8, 9, 10 (Options: [""8"", ""9"", ""10"", ""6""], Ans: 9)
Numerical: Probability of drawing a king from a deck? (Options: [""1/52"", ""1/26"", ""1/13"", ""4/52""], Ans: 1/13)
Verbal: Complete the analogy: Doctor is to Stethoscope as Carpenter is to ___. (Options: [""Saw"", ""Hammer"", ""Nails"", ""Wood""], Ans: Saw)
Spatial: How many triangles are in a Star of David? (Options: [""6"", ""8"", ""10"", ""12""], Ans: 8)"
Aptitude,11,Hard,Aptitude - Class 11,,"Logical: If all roses are flowers, and some flowers fade quickly, which conclusion is certain? (Options: [""All roses fade quickly"", ""Some roses fade quickly"", ""No roses fade quickly"", ""No certain conclusion can be drawn""], Ans: No certain conclusion can be drawn)
Numerical: If sin(θ) = cos(θ), what is θ (0°–90°)? (Options: [""30°"", ""45°"", ""60°"", ""90°""], Ans: 45°)
Verbal: Identify the error: The team are playing very well today. (Options: [""are should be is"", ""team should be teams"", ""playing should be plays"", ""very should be too""], Ans: are should be is)
Spatial: A paper is folded twice and a hole is punched; how many holes when unfolded? (Options: [""2"", ""3"", ""4"", ""6""], Ans: 4)"
Aptitude,11,Hard,The Permutation Puzzle,,"Logical: Ways to arrange letters of CAT? (Options: [""3"", ""6"", ""9"", ""12""], Ans: 6)
Numerical: i squared (imaginary unit)? (Options: [""1"", ""-1"", ""0"", ""i""], Ans: -1)
Verbal: Choose correct: ""Effect"" vs ""Affect"" (Options: [""Effect is noun, Affect is verb"", ""Same meaning"", ""Affect is noun"", ""No difference""], Ans: Effect is noun, Affect is verb)
Spatial: Orthographic projection means? (Options: [""3D view"", ""2D flat view"", ""Perspective"", ""Shadow""], Ans: 2D flat view)"
Aptitude,11,Hard,The Physics Phenomenon,,"Logical: Force = Mass x ? (Options: [""Velocity"", ""Acceleration"", ""Time"", ""Distance""], Ans: Acceleration)
Numerical: Limit of 1/x as x->infinity? (Options: [""Infinity"", ""1"", ""0"", ""Undefined""], Ans: 0)
Verbal: One who hates mankind: (Options: [""Misanthrope"", ""Philanthropist"", ""Optimist"", ""Sadist""], Ans: Misanthrope)
Spatial: Cross section of sphere? (Options: [""Square"", ""Circle"", ""Oval"", ""Line""], Ans: Circle)"
Aptitude,11,Hard,The Matrix Master,,"Logical: Identity matrix determinant? (Options: [""0"", ""1"", ""x"", ""n""], Ans: 1)
Numerical: Sum of infinite GP 1, 1/2, 1/4...? (Options: [""1"", ""1.5"", ""2"", ""Infinity""], Ans: 2)
Verbal: Idiom ""Elephant in the room"": (Options: [""Big animal"", ""Obvious problem ignored"", ""Zoo"", ""Decoration""], Ans: Obvious problem ignored)
Spatial: Intersection of two planes is? (Options: [""Point"", ""Line"", ""Plane"", ""Solid""], Ans: Line)"
Aptitude,11,Hard,The Trig Tower,,"Logical: Sec²θ - Tan²θ = ? (Options: [""0"", ""1"", ""-1"", ""2""], Ans: 1)
Numerical: Log 10 base 10? (Options: [""0"", ""1"", ""10"", ""100""], Ans: 1)
Verbal: Meaning of ""Devil's Advocate"": (Options: [""Evil person"", ""Argue opposite side for debate"", ""Lawyer"", ""Judge""], Ans: Argue opposite side for debate)
Spatial: 3D plot of x=0 is? (Options: [""Point"", ""Line"", ""Plane"", ""Solid""], Ans: Plane)"
Aptitude,11,Hard,The Syllogism Sage,,"Logical: All A are B. All B are C. Therefore? (Options: [""All A are C"", ""No A are C"", ""Some A are C"", ""B is A""], Ans: All A are C)
Numerical: Derivative of constant? (Options: [""1"", ""x"", ""0"", ""Undefined""], Ans: 0)
Verbal: Identify error: ""One of the boy is here."" (Options: [""One"", ""Boy"", ""Is"", ""Here""], Ans: Boy)
Spatial: Fold paper, cut corner. Unfold? (Options: [""Diamond hole in center"", ""Corners missing"", ""Two holes"", ""No change""], Ans: Corners missing)"
Aptitude,12,Hard,Aptitude - Class 12,,"Logical: A company’s profits rise for 5 years; CEO credits marketing. This assumes that? (Options: [""profits will continue"", ""no other factor caused profit"", ""marketing is most important"", ""company wasn’t profitable before""], Ans: no other factor caused profit)
Numerical: Derivative of f(x)=3x²+5? (Options: [""3x"", ""6x"", ""2x"", ""x²""], Ans: 6x)
Verbal: Meaning of “to beat around the bush”? (Options: [""To avoid saying something directly"", ""To be aggressive"", ""To confuse"", ""To talk too much""], Ans: To avoid saying something directly)
Spatial: A cube is painted on all six faces and then cut into 64 smaller, equal-sized cubes.
How many of these smaller cubes will have exactly two faces painted? (Options: [""8"", ""12"", ""24"", ""48""], Ans: 24)"
Aptitude,12,Hard,The Calculus Cliff,,"Logical: Integral of 2x dx? (Options: [""x²"", ""2x²"", ""x"", ""2""], Ans: x²)
Numerical: Slope of horizontal line? (Options: [""1"", ""0"", ""Undefined"", ""Infinity""], Ans: 0)
Verbal: Idiom ""Cut the mustard"": (Options: [""Cook"", ""Meet expectations"", ""Fail"", ""Slice""], Ans: Meet expectations)
Spatial: Cube painted red cut into 27 small cubes. How many have 3 red faces? (Options: [""4"", ""8"", ""6"", ""12""], Ans: 8)"
Aptitude,12,Hard,The Market Logic,,"Logical: Price up, Demand down. This is? (Options: [""Law of Supply"", ""Law of Demand"", ""Inflation"", ""Deflation""], Ans: Law of Demand)
Numerical: Derivative of e^x? (Options: [""x"", ""e^x"", ""xe^x"", ""1""], Ans: e^x)
Verbal: Word for ""Occurring at same time"": (Options: [""Simultaneous"", ""Spontaneous"", ""Homogeneous"", ""Continuous""], Ans: Simultaneous)
Spatial: How many diagonals in a cube? (Options: [""2"", ""4"", ""6"", ""8""], Ans: 4)"
Aptitude,12,Hard,The Vectors Voyage,,"Logical: Dot product of perpendicular vectors? (Options: [""0"", ""1"", ""-1"", ""Product of magnitudes""], Ans: 0)
Numerical: Probability of sum 2 with two dice? (Options: [""1/36"", ""1/18"", ""1/6"", ""1/12""], Ans: 1/36)
Verbal: Phrase ""Catch-22"": (Options: [""Easy win"", ""No-win situation"", ""Card game"", ""Sports move""], Ans: No-win situation)
Spatial: Rotate point (1,0) 90 deg around origin: (Options: [""(0,1)"", ""(0,-1)"", ""(-1,0)"", ""(1,1)""], Ans: (0,1))"
Aptitude,12,Hard,The Critical Conundrum,,"Logical: Statement: ""Only smart people eat apples."" I eat apples. So? (Options: [""I am smart (Not necessarily)"", ""I like apples"", ""I am fruit"", ""Apple is smart""], Ans: I am smart (Not necessarily))
Numerical: Value of 0! (Zero factorial)? (Options: [""0"", ""1"", ""Undefined"", ""Infinity""], Ans: 1)
Verbal: Synonym for ""Ephemeral"": (Options: [""Lasting"", ""Short-lived"", ""Heavy"", ""Bright""], Ans: Short-lived)
Spatial: Shape formed by rotating rectangle around one side? (Options: [""Cone"", ""Sphere"", ""Cylinder"", ""Cube""], Ans: Cylinder)"
Aptitude,12,Hard,The Final Frontier,,"Logical: If A implies B, is B implies A true? (Options: [""Always"", ""Never"", ""Not necessarily"", ""If A is true""], Ans: Not necessarily)
Numerical: Area under curve y=x from 0 to 2? (Options: [""1"", ""2"", ""3"", ""4""], Ans: 2)
Verbal: Idiom ""Once in a blue moon"": (Options: [""Every month"", ""Rarely"", ""Never"", ""At night""], Ans: Rarely)
Spatial: How many vertices in a Dodecahedron? (Options: [""12"", ""20"", ""30"", ""10""], Ans: 20)"
